id%case_no%time%shift%date%location%latitude%longitude%incident_type
41%B11-000767%5:40pm%II%March30,2011%30000 Block of Hardiman Rd Madison AL%34.6969178%-86.7997559%THEFT 2ND DEGREE
42%B11-000768%7:00pm%II%March30,2011%100 Block of Meghan Ln Madison AL%34.7272683%-86.7565661%FORGERY 2ND
43%B11-000768%7:00pm%II%March30,2011%100 Block of Meghan Ln Madison AL%34.7272683%-86.7565661%THEFT 3RD DEGREE
44%B11-000770%12:41am%III%March31,2011%City Of Madison, Madison Blvd / Sullivan St Madison AL%34.69163%-86.751396%CARRYING CONCEALED WEAPON
45%B11-000772%8:00am%I%March31,2011%1000 Block of Nolan Blvd Madison AL%34.7087286%-86.7276446%THEFT 2ND DEGREE
46%B11-000774%9:30am%I%March31,2011%area of Old Madison Pk Btw Hughes / Sunset Madison Madison AL%34.6992579%-86.7483318%HARASSMENT
47%B11-000775%9:30am%I%March31,2011%1000 Block of Hughes Rd Madison AL%34.7218484%-86.7416113%SIMPLE ASSAULT
48%B11-000777%4:10pm%II%March31,2011%City Of Madison, 137 Manningham Dr Madison Madison AL%34.714331%-86.746222%DUTY TO STOP AND REMAIN AT SCENE
49%B11-000778%7:00pm%II%March31,2011%Ruby Tuesday, 110 Tom Thrasher Ln Madison AL%34.6715003%-86.7529004%THEFT OF SERVICES-3
50%B11-000779%6:50pm%II%March31,2011%200 Block of Healey Dr Madison Madison AL%34.6902524%-86.791011%HARASSING COMMUNICATIONS
51%B11-000784%8:45am%I%April01,2011%200 Block of De Jan Rd Madison AL%34.739327%-86.785213%BURGLARY-2ND
52%B11-000784%8:45am%I%April01,2011%200 Block of De Jan Rd Madison AL%34.739327%-86.785213%THEFT 2ND DEGREE
53%B11-000785%2:10pm%II%April01,2011%8000 Block of Old Madison Pike Madison Madison AL%34.707063%-86.720286%HARASSMENT
54%B11-000786%1:47pm%I%April01,2011%Belmont Place Club House, 80 Belmont Pl Madison AL%34.7198835%-86.7886087%CRIMINAL MISCHIEF-3RD
55%B11-000787%3:15pm%II%April01,2011%Federal Square Suites, 8781 Madison Blvd Madison AL%34.6781998%-86.7463491%THEFT OF SERVICES-3
56%B11-000789%3:00pm%II%April01,2011%City Of Madison, Sullivan St @ Front St Madison Madison AL%34.6931153%-86.7513862%GIVING FALSE NAME OR ADDRESS TO LAW ENFORCEMENT OFFICER
57%B11-000797%3:20am%III%April03,2011%Babies, Etc. Ob/Gyn Pc, 235 Portal Ln Madison AL%34.698756%-86.738486%DUTY UPON STRIKING A FIXED OBJECT
58%B11-000798%7:30am%I%April03,2011%Greenway Homes, 116 Grand Vista Dr Madison AL%34.7488103%-86.7287386%CRIMINAL MISCHIEF-2ND
59%B11-000799%8:25am%I%April03,2011%200 Block of Goldenrod Ln Madison AL%34.6968147%-86.7334013%UNAUTHORIZED USE OF AUTO
60%B11-000800%10:50am%I%April03,2011%100 Block of Lewis Ln Madison AL%34.68849%-86.751153%BURGLARY-3RD
61%B11-000800%10:50am%I%April03,2011%100 Block of Lewis Ln Madison AL%34.68849%-86.751153%THEFT 2ND DEGREE
62%B11-000801%1:23pm%I%April03,2011%100 Block of Arabian Dr Madison AL%34.750523%-86.7524789%CRIMINAL MISCHIEF-3RD
63%B11-000804%7:35pm%II%April03,2011%300 Block of Hughes Road Madison Madison AL%34.707823%-86.743411%COLLISION WITH UNATTENDED VEHICLE
64%B11-000805%10:14pm%III%April03,2011%100 Block of Westminister Way Madison AL%34.699791%-86.752706%THEFT 2ND DEGREE
65%B11-000806%9:09am%I%April04,2011%500 Block of Eastview Dr Madison AL%34.7205911%-86.7261532%BREAKING AND ENTERING A VEHICLE
66%B11-000807%10:50am%I%April04,2011%Bandito Burrito, 208 Main St Madison AL%34.6932973%-86.7485148%CRIMINAL MISCHIEF-3RD
67%B11-000808%12:58pm%I%April04,2011%300 Block of Gooch Ln Madison AL%34.7480027%-86.7490472%HARASSING COMMUNICATIONS
68%B11-000809%1:00pm%I%April04,2011%9000 Block of Madison Blvd Madison AL%34.6810361%-86.7406046%ROBBERY-1ST-BUSINESS-OTHER WEAPON
69%B11-000810%4:00pm%II%April04,2011%Dollar General, 7950 Highway 72 W Madison Madison AL%34.6992579%-86.7483318%THEFT 3RD DEGREE
70%B11-000811%7:00pm%II%April04,2011%100 Block of Lake Crest Cir Madison AL%34.7364963%-86.7443546%HARASSMENT
71%B11-000811%7:00pm%II%April04,2011%100 Block of Lake Crest Cir Madison AL%34.7364963%-86.7443546%CRIMINAL TRESPASS 3RD
72%B11-000812%7:00pm%II%April04,2011%100 Block of Melody Ln Madison AL%34.7255506%-86.7178729%BURGLARY-3RD
73%B11-000812%7:00pm%II%April04,2011%100 Block of Melody Ln Madison AL%34.7255506%-86.7178729%THEFT 1ST DEGREE
74%B11-000815%11:06pm%III%April04,2011%3000 Block of Sullivan St Madison AL%34.69163%-86.751396%DOMESTIC VIOLENCE 3RD
75%B11-000818%2:25pm%II%April05,2011%Corner Stone Tile, 9580 Madison Blvd Ste 7 Madison Madison AL%34.669178%-86.772104%ILLEGAL POSS/USE CREDIT CARD
76%B11-000819%7:13pm%II%April05,2011%600 Block of Cambridge Dr Madison AL%34.7065261%-86.7343138%HARASSING COMMUNICATIONS
77%B11-000821%10:20pm%III%April05,2011%100 Block of Park Square Ln Madison AL%34.694248%-86.734035%UNLAWFUL BREAKING AND ENTERING A VEHICLE
78%B11-000824%8:30am%I%April06,2011%200 Block of Dock Murphy Dr Madison AL%34.7326269%-86.7834033%HARASSMENT
79%B11-000826%11:19am%I%April06,2011%100 Block of Abby Ln Madison Madison AL%34.722718%-86.750686%BURGLARY-3RD
80%B11-000826%11:19am%I%April06,2011%100 Block of Abby Ln Madison Madison AL%34.722718%-86.750686%CRIMINAL MISCHIEF-1ST
81%B11-000826%11:19am%I%April06,2011%100 Block of Abby Ln Madison Madison AL%34.722718%-86.750686%THEFT 3RD DEGREE
82%B11-000828%12:50pm%I%April06,2011%3000 Block of Wall Triana Hwy Madison AL%34.6544455%-86.7580104%HARASSING COMMUNICATIONS
83%B11-000829%1:30pm%I%April06,2011%100 Block of Dartford Dr Madison AL%34.6862004%-86.7910719%THEFT 3RD DEGREE
84%B11-000830%2:45pm%II%April06,2011%Halsey Food Service, 401 Lanier Rd Madison AL%34.6924619%-86.7398491%THEFT 2ND DEGREE
85%B11-000831%3:00pm%II%April06,2011%8000 Block of Madison Blvd Madison AL%34.6916999%-86.7183959%HARASSING COMMUNICATIONS
86%B11-000832%5:11pm%II%April06,2011%600 Block of Hughes Rd Madison AL%34.7185872%-86.7417194%THEFT 3RD DEGREE
87%B11-000834%7:20pm%II%April06,2011%100 Block of St Anne Rd Madison AL%34.711186%-86.76045%IDENTITY THEFT
88%B11-000835%7:45pm%II%April06,2011%100 Block of Angela Dr Madison Madison AL%34.728787%-86.753857%DOMESTIC VIOLENCE 3RD
89%B11-000836%8:15pm%II%April06,2011%100 Block of Joe Phillips Rd Madison Madison AL%34.73672%-86.785831%DOMESTIC VIOLENCE 3RD
90%B11-000837%10:09pm%III%April06,2011%300 Block of Gillespie Rd Madison Madison AL%34.7287606%-86.7502008%CRIMINAL MISCHIEF-3RD
91%B11-000837%10:09pm%III%April06,2011%300 Block of Gillespie Rd Madison Madison AL%34.7287606%-86.7502008%BURGLARY-3RD
92%B11-000838%10:00am%I%April07,2011%State Of Alabama, 323 Autumn Lane Madison Madison AL%34.697448%-86.720832%VIOLATION OF COMMUNITY NOTIFICATION ACT
93%B11-000839%10:00am%I%April07,2011%300 Block of Church St Madison Madison AL%34.697048%-86.747956%CRIMINAL MISCHIEF-2ND
94%B11-000840%11:00am%I%April07,2011%100 Block of Conservancy Drive Madison Madison AL%34.7185901%-86.7751869%HARASSING COMMUNICATIONS
95%B11-000841%10:52am%I%April07,2011%8000 Block of Madison Blvd Madison AL%34.6916999%-86.7183959%THEFT 1ST DEGREE
96%B11-000844%1:00pm%I%April07,2011%600 Block of Hughes Rd Madison AL%34.7185872%-86.7417194%SIMPLE ASSAULT
97%B11-000845%2:05pm%II%April07,2011%Advance Grounds, 118 Patra Dr Madison AL%34.7394869%-86.753502%FORGERY 2ND
98%B11-000845%2:05pm%II%April07,2011%Advance Grounds, 118 Patra Dr Madison AL%34.7394869%-86.753502%THEFT 2ND DEGREE
99%B11-000846%3:16pm%II%April07,2011%500 Block of Highland Dr Madison AL%34.711187%-86.717851%BURGLARY-3RD
100%B11-000846%3:16pm%II%April07,2011%500 Block of Highland Dr Madison AL%34.711187%-86.717851%THEFT 3RD DEGREE
101%B11-000847%5:23pm%II%April07,2011%2000 Block of Flagstone Dr Madison AL%34.6922419%-86.7213326%DOMESTIC VIOLENCE 3RD
102%B11-000848%6:45pm%II%April07,2011%100 Block of Brandon Dr Madison Madison AL%34.6872171%-86.7571658%THEFT 3RD DEGREE
103%B11-000849%7:30pm%II%April07,2011%Walmart Super Center #2690, 8650 Madison Blvd Madison AL%34.6837877%-86.7409921%THEFT 3RD DEGREE
104%B11-000850%9:45pm%II%April07,2011%100 Block of Lake Crest Cir Madison AL%34.7364963%-86.7443546%DOMESTIC VIOLENCE 3RD
105%B11-000851%10:31pm%III%April07,2011%100 Block of Village Ln Madison Madison AL%34.7591003%-86.7738854%AUTO THEFT-1ST DEGREE
106%B11-000852%11:27pm%III%April07,2011%City Of Madison, 113 Bridgefield Rd Madison AL%34.71375%-86.753403%DISCHARGING FIREARM IN CITY LIMITS
107%B11-000854%10:33am%I%April08,2011%100 Block of Medicine Bend Dr Madison AL%34.746517%-86.757482%THEFT 2ND DEGREE
108%B11-000854%10:33am%I%April08,2011%100 Block of Medicine Bend Dr Madison AL%34.746517%-86.757482%BURGLARY-3RD
109%B11-000855%11:11am%I%April08,2011%100 Block of Meadow Dr Madison AL%34.6872273%-86.7533294%IDENTITY THEFT
110%B11-000857%4:14pm%II%April08,2011%Walmart Pharmacy, 8650 Madison Blvd Madison AL%34.6837877%-86.7409921%THEFT 3RD DEGREE
111%B11-000859%7:41pm%II%April08,2011%7000 Block of Hwy 72 Madison Madison AL%34.7559545%-86.7260735%COLLISION WITH UNATTENDED VEHICLE
112%B11-000860%4:47am%III%April09,2011%State Of Alabama, Forest Glade Dr / Shelton Rd Madison AL%34.7019265%-86.724436%PROMOTING CONTRABAND 2ND
113%B11-000861%3:30am%III%April09,2011%100 Block of Angela Dr Madison AL%34.728787%-86.753857%DOMESTIC VIOLENCE 3RD
114%B11-000862%4:57am%III%April09,2011%100 Block of Brydon Cir Madison AL%34.7349085%-86.7707399%BURGLARY-3RD
115%B11-000862%4:57am%III%April09,2011%100 Block of Brydon Cir Madison AL%34.7349085%-86.7707399%THEFT 1ST DEGREE
116%B11-000863%8:05am%I%April09,2011%10000 Block of County Line Rd Madison Madison AL%34.6632591%-86.7869496%BREAKING AND ENTERING A VEHICLE
117%B11-000864%9:56am%I%April09,2011%100 Block of Ivy Chase Dr Madison AL%34.7027513%-86.7807259%HARASSING COMMUNICATIONS
118%B11-000865%10:04am%I%April09,2011%100 Block of Morning Vista Dr Madison AL%34.707577%-86.711726%BREAKING AND ENTERING A VEHICLE
119%B11-000866%1:14pm%I%April09,2011%100 Block of Joe Phillips Rd Madison AL%34.73672%-86.785831%BREAKING AND ENTERING A VEHICLE
120%B11-000867%2:40pm%II%April09,2011%Great Clips, 8498 Madison Blvd Madison Madison AL%34.6833647%-86.7366503%THEFT 3RD DEGREE
121%B11-000871%11:30pm%III%April09,2011%600 Block of Hughes Rd Madison Madison AL%34.7185872%-86.7417194%DOMESTIC VIOLENCE 3RD
122%B11-000871%11:30pm%III%April09,2011%600 Block of Hughes Rd Madison Madison AL%34.7185872%-86.7417194%VIOLATION OF PROTECTION OR RESTRAINING ORDER
123%B11-000872%10:56am%I%April10,2011%100 Block of Spencer Green Madison AL%34.731037%-86.750412%BURGLARY-3RD
124%B11-000872%10:56am%I%April10,2011%100 Block of Spencer Green Madison AL%34.731037%-86.750412%THEFT 2ND DEGREE
125%B11-000873%11:20am%I%April10,2011%100 Block of Whisperwood Ln Madison AL%34.7035845%-86.7511344%BURGLARY-3RD
126%B11-000873%11:20am%I%April10,2011%100 Block of Whisperwood Ln Madison AL%34.7035845%-86.7511344%THEFT 3RD DEGREE
127%B11-000874%2:19pm%II%April10,2011%100 Block of Boston Harbour Way Madison AL%34.737426%-86.775927%BURGLARY-3RD
128%B11-000874%2:19pm%II%April10,2011%100 Block of Boston Harbour Way Madison AL%34.737426%-86.775927%THEFT 3RD DEGREE
129%B11-000875%3:31pm%II%April10,2011%2000 Block of Flagstone Dr Madison Madison AL%34.6922419%-86.7213326%DOMESTIC VIOLENCE 3RD
130%B11-000877%4:35pm%II%April10,2011%8000 Block of Madison Blvd Madison Madison AL%34.678548%-86.745506%ROBBERY-3RD-BUSINESS-OTHER WEAPON
131%B11-000879%8:30pm%II%April10,2011%100 Block of Wesly Clark Blvd Madison AL%34.696467%-86.7907486%HARASSING COMMUNICATIONS
132%B11-000881%12:25am%III%April11,2011%100 Block of Athens Blvd Madison AL%34.715197%-86.73223%UNLAWFUL BREAKING AND ENTERING A VEHICLE
133%B11-000882%12:25am%III%April11,2011%100 Block of Athens Blvd Madison AL%34.715197%-86.73223%UNLAWFUL BREAKING AND ENTERING A VEHICLE
134%B11-000884%6:40am%I%April11,2011%200 Block of Brockton Dr Madison AL%34.686693%-86.7934244%BREAKING AND ENTERING A VEHICLE
135%B11-000886%9:40am%I%April11,2011%1000 Block of Hughes Rd Madison AL%34.7218484%-86.7416113%THEFT 3RD DEGREE
136%B11-000887%11:32am%I%April11,2011%Global Majic, 216 Pointe Verde Cir Madison Madison AL%34.707674%-86.778525%BURGLARY-2ND
137%B11-000887%11:32am%I%April11,2011%Global Majic, 216 Pointe Verde Cir Madison Madison AL%34.707674%-86.778525%BREAKING AND ENTERING A VEHICLE
138%B11-000889%2:28pm%II%April11,2011%100 Block of Medicine Bend Ct Madison AL%34.747746%-86.762944%DOMESTIC VIOLENCE 3RD
139%B11-000890%4:15pm%II%April11,2011%100 Block of Shelton Rd Madison Madison AL%34.6930512%-86.7159831%ATTEMPTED BURGLARY-3RD-FORCE-RESIDENCE
140%B11-000891%6:25pm%II%April11,2011%100 Block of Medicine Bend Madison Madison AL%34.746517%-86.757482%DOMESTIC VIOLENCE 3RD
141%B11-000893%8:35pm%II%April11,2011%500 Block of Brenda Dr Madison Madison AL%34.7113908%-86.7168084%BREAKING AND ENTERING A VEHICLE
142%B11-000894%10:00pm%III%April11,2011%900 Block of Bridgefield Rd Madison AL%34.7142948%-86.7534462%UNLAWFUL BREAKING AND ENTERING A VEHICLE
143%B11-000894%10:00pm%III%April11,2011%900 Block of Bridgefield Rd Madison AL%34.7142948%-86.7534462%THEFT 3RD DEGREE
144%B11-000895%8:35pm%II%April11,2011%7000 Block of Hwy 72 Madison Madison AL%34.7559545%-86.7260735%ILLEGAL POSS/USE CREDIT CARD
145%B11-000896%10:15pm%III%April11,2011%900 Block of Bridgefield Rd Madison AL%34.7142948%-86.7534462%UNLAWFUL BREAKING AND ENTERING A VEHICLE
146%B11-000896%10:15pm%III%April11,2011%900 Block of Bridgefield Rd Madison AL%34.7142948%-86.7534462%THEFT 3RD DEGREE
147%B11-000897%10:03pm%III%April11,2011%9000 Block of Madison Blvd Madison AL%34.6810361%-86.7406046%BREAKING AND ENTERING A VEHICLE
148%B11-000898%9:17am%I%April12,2011%Minitman, 8002 Highway 72 W Madison AL%34.6992579%-86.7483318%THEFT 3RD DEGREE
149%B11-000900%4:15pm%II%April12,2011%600 Block of Hughes Rd Madison AL%34.7185872%-86.7417194%CRIMINAL MISCHIEF-3RD
150%B11-000903%12:50pm%I%April13,2011%100 Block of Abby Ln Madison Madison AL%34.722718%-86.750686%CRIMINAL MISCHIEF-3RD
151%B11-000904%3:00pm%II%April13,2011%3000 Block of Flagstone Dr Madison AL%34.6920659%-86.7212413%BURGLARY-3RD
152%B11-000904%3:00pm%II%April13,2011%3000 Block of Flagstone Dr Madison AL%34.6920659%-86.7212413%THEFT 2ND DEGREE
153%B11-000905%5:18pm%II%April13,2011%100 Block of Oakhurst Dr Madison AL%34.731062%-86.713396%BURGLARY-3RD
154%B11-000905%5:18pm%II%April13,2011%100 Block of Oakhurst Dr Madison AL%34.731062%-86.713396%THEFT 3RD DEGREE
155%B11-000906%5:13pm%II%April14,2011%8000 Block of Madison Blvd Madison AL%34.6916999%-86.7183959%DUTY UPON STRIKING UNATTENDED VEHICLE
156%B11-000907%5:55pm%II%April13,2011%100 Block of Intracoastal Dr Madison AL%34.7345789%-86.720117%DOMESTIC VIOLENCE 3RD
157%B11-000908%7:25pm%II%April13,2011%200 Block of Sunset Cir W Madison AL%34.7116706%-86.7369729%HARASSING COMMUNICATIONS
158%B11-000910%10:48pm%III%April13,2011%100 Block of Angela Dr Madison AL%34.728787%-86.753857%DOMESTIC VIOLENCE 3RD
159%B11-000912%1:01am%III%April14,2011%100 Block of Bibb Dr Madison AL%34.699821%-86.758016%DOMESTIC VIOLENCE 3RD
160%B11-000913%7:09am%I%April14,2011%100 Block of Nikki Ln Madison AL%34.738798%-86.76067%BREAKING AND ENTERING A VEHICLE
161%B11-000914%8:26am%I%April14,2011%100 Block of Dartford Dr Madison AL%34.6862004%-86.7910719%BREAKING AND ENTERING A VEHICLE
162%B11-000916%4:15pm%II%April14,2011%Regions Bank, 7990 Highway 72 W Madison AL%34.6992579%-86.7483318%FORGERY 2ND
163%B11-000918%7:57pm%II%April14,2011%100 Block of Michael Av Madison AL%34.723477%-86.750671%DOMESTIC VIOLENCE 3RD
164%B11-000919%9:05pm%II%April14,2011%300 Block of Gillespie Rd Madison AL%34.7287606%-86.7502008%BURGLARY-3RD
165%B11-000919%9:05pm%II%April14,2011%300 Block of Gillespie Rd Madison AL%34.7287606%-86.7502008%THEFT 2ND DEGREE
166%B11-000923%9:15am%I%April15,2011%100 Block of Champions Green Ct Madison AL%34.7474432%-86.7384923%DOMESTIC VIOLENCE 3RD
167%B11-000924%8:45am%I%April15,2011%1000 Block of Hughes Rd Madison AL%34.7218484%-86.7416113%HARASSMENT
168%B11-000927%1:51pm%I%April15,2011%Publix Pharmacy, 8000 Madison Blvd Madison Madison AL%34.6916999%-86.7183959%THEFT 2ND DEGREE
169%B11-000928%2:20pm%II%April15,2011%8000 Block of Madison Blvd Madison Madison AL%34.678548%-86.745506%ILLEGAL POSS/USE CREDIT CARD
170%B11-000929%2:20pm%II%April15,2011%8000 Block of Madison Blvd Madison AL%34.6916999%-86.7183959%ILLEGAL POSS/USE CREDIT CARD
171%B11-000930%3:03pm%II%April15,2011%7000 Block of Highway 72 W Madison AL%34.7536667%-86.7085097%AUTO THEFT-1ST DEGREE
172%B11-000932%11:30pm%III%April15,2011%100 Block of Paul Revere Dr Madison AL%34.7305139%-86.7855056%CRIMINAL TRESPASS
173%B11-000935%1:30am%III%April16,2011%100 Block of Carriage Hill Madison AL%34.6753749%-86.7173396%DOMESTIC VIOLENCE 3RD
174%B11-000936%7:10am%I%April16,2011%100 Block of Michli Rd Madison AL%34.699683%-86.751485%DOMESTIC VIOLENCE 2ND
175%B11-000937%7:54am%I%April16,2011%100 Block of Michli Rd Madison AL%34.699683%-86.751485%BURGLARY-2ND
176%B11-000938%10:20am%I%April16,2011%100 Block of Kim Cir Madison AL%34.7391508%-86.7525029%BREAKING AND ENTERING A VEHICLE
177%B11-000939%11:20am%I%April16,2011%100 Block of Long Creek Dr Madison AL%34.7401831%-86.7462085%BREAKING AND ENTERING A VEHICLE
178%B11-000941%5:55pm%II%April16,2011%Great Clips, 8498 Madison Blvd Madison Madison AL%34.6833647%-86.7366503%THEFT 3RD DEGREE
179%B11-000942%5:55pm%II%April16,2011%8000 Block of Madison Blvd Madison AL%34.6916999%-86.7183959%THEFT 3RD DEGREE
180%B11-000944%6:08pm%II%April16,2011%100 Block of Royal Dr Madison Madison AL%34.684266%-86.752033%BREAKING AND ENTERING A VEHICLE
181%B11-000945%6:59pm%II%April16,2011%100 Block of Marie Cir Madison AL%34.738962%-86.754128%BREAKING AND ENTERING A VEHICLE
182%B11-000950%3:35pm%II%April17,2011%Color Xpress, 132 Jetplex Ln Madison AL%34.671262%-86.775323%THEFT 3RD DEGREE
183%B11-000951%4:40pm%II%April17,2011%100 Block of Mabscott Dr Madison AL%34.7250423%-86.7644412%CRIMINAL MISCHIEF-3RD
184%B11-000952%10:17pm%III%April17,2011%100 Block of Bridgefield Rd Madison AL%34.7142948%-86.7534462%UNLAWFUL BREAKING AND ENTERING A VEHICLE
185%B11-000954%11:00pm%III%April17,2011%100 Block of Tailwind Ct Madison AL%34.73606%-86.773221%UNLAWFUL BREAKING AND ENTERING A VEHICLE
186%B11-000955%11:21pm%III%April17,2011%200 Block of Reserve Cir Madison AL%34.718818%-86.754235%BREAKING AND ENTERING A VEHICLE
187%B11-000956%4:06am%III%April18,2011%American Cab Co, 120 Brazelton Cir Madison AL%34.6792508%-86.7409892%THEFT OF SERVICES-3
188%B11-000957%7:11am%I%April18,2011%100 Block of Equestrian Ln Madison AL%34.7393069%-86.772149%BREAKING AND ENTERING A VEHICLE
189%B11-000958%7:11am%I%April18,2011%100 Block of Equestrian Ln Madison AL%34.7393069%-86.772149%UNLAWFUL BREAKING AND ENTERING A VEHICLE
190%B11-000959%8:15am%I%April18,2011%200 Block of Pennsylvania Av Madison AL%34.728656%-86.763835%UNLAWFUL BREAKING AND ENTERING A VEHICLE
191%B11-000960%8:40am%I%April18,2011%200 Block of Pennsylvania Av Madison AL%34.728656%-86.763835%BREAKING AND ENTERING A VEHICLE
192%B11-000961%10:11am%I%April18,2011%100 Block of Tailwind Ct Madison AL%34.73606%-86.773221%BREAKING AND ENTERING A VEHICLE
193%B11-000962%10:15am%I%April18,2011%Cdi Electronics Inc, 111 Commerce Cir Madison AL%34.6883403%-86.7405658%THEFT 2ND DEGREE
